voter_id,candidate_id,voting_time,vote
08e36f27-82c1-4925-9301-58a130548eba,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:26,1
383e2c8c-af42-4ed2-9385-ef797630e9bb,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:26,1
388752fa-2388-4021-8bbf-7c3a743d5cb9,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:26,1
ab13958f-a41b-49b1-ba61-4064f1299ab6,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:26,1
e04d1948-1b71-430e-88c1-57f3e899b889,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:26,1
ab8c003a-dec5-4929-af5d-8eec5118ca33,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:26,1
dc6728dd-54d2-41bd-b400-9311f6be0901,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
2d2ecb24-cf3a-4177-a140-baad9e3a18a3,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
a58631ed-2d5c-4f12-9958-9f3789a44289,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
ed71a518-3a03-4522-9f7b-81c4eb98be69,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
5b1a9345-ffaf-4f9d-8650-31cc6772d073,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
74f53405-8e2d-44b0-ba72-25b5d31725b8,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
5d4b87af-7072-4707-8a26-785d6c5c732a,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
ac8212cc-c816-4a15-9def-e0c0ae795142,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
9444fc62-7ee3-4d3a-b873-d601aac5a175,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
cdc69812-3559-4950-af59-bd67a655aa7a,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
21a8dfc2-f773-4660-967a-dce04322b7e0,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
eded0124-7dc6-4070-9f38-1b723e99d92c,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
3bb8f4c3-f84b-494b-a5f2-17e0663c01e9,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
a618903f-ccbe-4b1a-b384-d97b6556f704,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
381f3515-5cb0-4788-8ce6-d9959d46ea9e,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
6cf1796e-ae45-4ad5-a9f0-7258cd48bb2b,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
25138a50-2aa2-4c11-9683-5df09efaa92a,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
da934386-a760-45f8-bbbf-559e5d2fd913,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
3a4fb30d-4f10-4834-9250-e6e0b966b121,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
f6558fde-ad56-4a30-8dd4-0db47a2cf080,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
e2ac59aa-c274-4d61-b9fb-c23c2f8e1705,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
950f6b1c-6683-4868-b7ba-cb5f166fa8da,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
7c09eddb-ae57-4838-81ed-519d6d0c983f,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
ee078a55-dcc9-44df-86c3-03dabd31dd53,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
c24ac564-9243-4718-bb18-0379d57854c0,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
467c055f-67bc-454f-96d6-2e71cae750b7,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
aff83741-b774-4f39-a70f-fe8607c43e32,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
8d87d3af-c265-4b11-8aa4-9fccdb18debe,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
7b12bdb0-7983-4a19-9cdf-f25da7c61ebb,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
5822acc5-0896-4279-8b1a-f7ac2830387d,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
1d08b222-1e9f-4f4d-aaf2-a2e3948ddfa6,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
53e8eace-4814-4743-8a13-caabfcd3c061,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
ec7ce37c-9032-4479-b54a-b5e38aae86a1,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
0fa5202a-27a1-4e53-846b-7bf6462501a2,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
d4cd8fc6-2dda-4636-aa94-90c8c469bbaa,e7f804a6-0af4-4c2a-8a32-4ba7b539d052,2025-04-26 06:44:27,1
5468396c-bf0d-4dec-b4e9-a82359d6b682,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
cf6823b2-0bf6-4f9b-bb72-1b9ecacfafed,3df8866d-ce90-4861-9dce-e0490bb94d89,2025-04-26 06:44:27,1
7dab1261-e941-448d-b8a4-1d82679170ee,e113c3ff-86a6-4f49-ac77-b745d236036f,2025-04-26 06:44:27,1
